loan_id,account_id,date_loan,amount,duration,payments,status,district_id,frequency,date_account,disp_id,client_id,type,card_id,type_card,issued,trans_id,date,type_trans,operation,amount_trans,balance,k_symbol,bank,account,birth_number,district_id_client,is_male,birth_date,age,age_bins,code,name,region,no. of inhabitants,no. of municipalities with inhabitants < 499,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999,no. of municipalities with inhabitants >10000,no. of cities,ratio of urban inhabitants,average salary,unemploymant rate '95,unemploymant rate '96,no. of enterpreneurs per 1000 inhabitants,no. of commited crimes '95,no. of commited crimes '96
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,3492042,736120800.0,credit,,331.1,72764.5,interest credited,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349969,736466400.0,withdrawal,withdrawal in cash,-7500.0,65249.9,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349812,736725600.0,withdrawal,withdrawal in cash,-2600.0,62649.9,,,0.0,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350081,736898400.0,withdrawal,withdrawal in cash,-19100.0,43549.9,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349880,737503200.0,withdrawal in cash,withdrawal in cash,-16818.0,26731.9,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349716,738280800.0,credit,credit in cash,46889.0,73620.9,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349703,738367200.0,credit,credit in cash,9285.0,82905.9,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349706,738540000.0,credit,credit in cash,5916.0,88821.9,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349968,738540000.0,withdrawal,withdrawal in cash,-3000.0,85821.9,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350011,738799200.0,withdrawal,withdrawal in cash,-14.6,86034.4,payment for statement,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,3492043,738799200.0,credit,,227.2,86049.0,interest credited,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350082,739058400.0,withdrawal,withdrawal in cash,-51800.0,72539.4,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349717,739058400.0,credit,credit in cash,38305.0,124339.4,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349813,739404000.0,withdrawal,withdrawal in cash,-2000.0,70539.4,,,0.0,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350083,739490400.0,withdrawal,withdrawal in cash,-25400.0,45139.4,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349970,740959200.0,withdrawal,withdrawal in cash,-3000.0,42139.4,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350012,741391200.0,withdrawal,withdrawal in cash,-14.6,42340.6,payment for statement,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,3492044,741391200.0,credit,,215.7,42355.2,interest credited,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349888,741996000.0,withdrawal in cash,withdrawal in cash,-4109.0,38231.6,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350084,742082400.0,withdrawal,withdrawal in cash,-7400.0,30831.6,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349971,742168800.0,withdrawal,withdrawal in cash,-8400.0,22431.6,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349814,742341600.0,withdrawal,withdrawal in cash,-1600.0,20831.6,,,0.0,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349700,742600800.0,credit,credit in cash,39757.0,60588.6,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349714,742687200.0,credit,credit in cash,21689.0,82277.6,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349698,743292000.0,credit,credit in cash,24314.0,106591.6,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350085,743292000.0,withdrawal,withdrawal in cash,-53100.0,53491.6,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349701,743983200.0,credit,credit in cash,20342.0,73833.6,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350013,744069600.0,withdrawal,withdrawal in cash,-14.6,74040.3,payment for statement,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,3492045,744069600.0,credit,,221.4,74054.9,interest credited,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350086,744242400.0,withdrawal,withdrawal in cash,-19400.0,99668.3,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349725,744242400.0,credit,credit in cash,45028.0,119068.3,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350087,744674400.0,withdrawal,withdrawal in cash,-37200.0,60768.3,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349815,744674400.0,withdrawal,withdrawal in cash,-1700.0,97968.3,,,0.0,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350088,745279200.0,withdrawal,withdrawal in cash,-59600.0,46609.3,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349711,745279200.0,credit,credit in cash,45441.0,106209.3,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349885,745538400.0,withdrawal in cash,withdrawal in cash,-14934.0,31675.3,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349718,745711200.0,credit,credit in cash,24822.0,56497.3,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350014,746748000.0,withdrawal,withdrawal in cash,-14.6,56780.2,payment for statement,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,3492046,746748000.0,credit,,297.5,56794.8,interest credited,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350089,747266400.0,withdrawal,withdrawal in cash,-17500.0,39280.2,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349707,747352800.0,credit,credit in cash,34009.0,73289.2,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349816,747612000.0,withdrawal,withdrawal in cash,-1700.0,96220.2,,,0.0,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349723,747612000.0,credit,credit in cash,24631.0,97920.2,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349884,748562400.0,withdrawal in cash,withdrawal in cash,-9459.0,86761.2,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349883,749257200.0,withdrawal in cash,withdrawal in cash,-23451.0,63310.2,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350015,749343600.0,withdrawal,withdrawal in cash,-14.6,63634.6,payment for statement,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,3492047,749343600.0,credit,,339.0,63649.2,interest credited,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350090,749862000.0,withdrawal,withdrawal in cash,-20500.0,43134.6,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349817,750380400.0,withdrawal,withdrawal in cash,-2100.0,41034.6,,,0.0,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349708,751590000.0,credit,credit in cash,26304.0,67338.6,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350016,752022000.0,withdrawal,withdrawal in cash,-14.6,67549.7,payment for statement,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,3492048,752022000.0,credit,,225.7,67564.3,interest credited,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349724,752108400.0,credit,credit in cash,18017.0,85566.7,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350091,752454000.0,withdrawal,withdrawal in cash,-30600.0,54966.7,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349699,752540400.0,credit,credit in cash,7545.0,62511.7,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349818,753058800.0,withdrawal,withdrawal in cash,-1800.0,60711.7,,,0.0,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349887,753145200.0,withdrawal in cash,withdrawal in cash,-23443.0,37268.7,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350017,754614000.0,withdrawal,withdrawal in cash,-14.6,37453.0,payment for statement,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,3492049,754614000.0,credit,,198.9,37467.6,interest credited,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349881,754959600.0,withdrawal in cash,withdrawal in cash,-8641.0,28812.0,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350092,755046000.0,credit,credit in cash,1700.0,30512.0,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349926,755391600.0,withdrawal,withdrawal in cash,-5400.0,25112.0,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349819,756082800.0,withdrawal,withdrawal in cash,-2300.0,22812.0,,,0.0,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349710,756169200.0,credit,credit in cash,5346.0,28158.0,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349713,756601200.0,credit,credit in cash,29446.0,57604.0,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349704,756860400.0,credit,credit in cash,32961.0,90565.0,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349891,756946800.0,withdrawal in cash,withdrawal in cash,-12548.0,78017.0,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2350093,757206000.0,withdrawal,withdrawal in cash,-58900.0,64513.0,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
6577,7753,940311,51696,24,2154,1,74,monthly issuance,930208,9285,9593,OWNER,1005,classic,931107,2349721,757206000.0,credit,credit in cash,45396.0,123413.0,,,,685128,74,False,1968-01-28,53,50-65,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
